document type;title;keywords;abstract;source db;year;doi;authors;url;affiliation countries;task facet;research facet;contribution facet;domain;entity extraction;relation extraction;attribute extraction;entity linking;entity alignment;relation linking;ontology construction;entity classification;relation classification;link prediction;triple classification;error detection;augmented language models;conversational interfaces;knowledge graph embedding;data-to-text generation;question generation;semantic search;machine translation;text analysis;text generation;question answering;natural language inference;semantic parsing;semantic similarity;text classification;text summarization;validation research;solution proposal;evaluation research;secondary research;opinion paper;technique;method;tool;resource;guidelines;health;scholarly domain;engineering;business;law;education;natural science;energy;social media;entertainment media;information technology;tourism;culture;news;agriculture;public sector;history;sports;food;social science;United States;Canada;Australia;Austria;Brazil;Bulgaria;China;Croatia;Denmark;Ecuador;Egypt;France;Georgia;Germany;Greece;Hong Kong;India;Iran;Ireland;Israel;Italy;Japan;South Korea;Lebanon;Mexico;Mongolia;Morocco;Netherlands;New Zealand;Niger;Nigeria;Norway;Portugal;Russian Federation;Singapore;Slovenia;Spain;Sweden;Switzerland;Taiwan;Thailand;United Kingdom;Vietnam;Europe
Conference Paper;neural compositional denotational semantics for question answering;"Gradient methods; Semantics; Syntactics; Trees (mathematics); Composition functions; Composition operators; Denotational semantics; Gradient descent; Knowledge graphs; Question Answering; Semantic operators; Syntactic structure; Natural language processing systems";Answering compositional questions requiring multi-step reasoning is challenging. We introduce an end-to-end differentiable model for interpreting questions about a knowledge graph (KG), which is inspired by formal approaches to semantics. Each span of text is represented by a denotation in a KG and a vector that captures ungrounded aspects of meaning. Learned composition modules recursively combine constituent spans, culminating in a grounding for the complete sentence which answers the question. For example, to interpret “not green”, the model represents “green” as a set of KG entities and “not” as a trainable ungrounded vector-and then uses this vector to parameterize a composition function that performs a complement operation. For each sentence, we build a parse chart subsuming all possible parses, allowing the model to jointly learn both the composition operators and output structure by gradient descent from end-task supervision. The model learns a variety of challenging semantic operators, such as quantifiers, disjunctions and composed relations, and infers latent syntactic structure. It also generalizes well to longer questions than seen in its training data, in contrast to RNN, its tree-based variants, and semantic parsing baselines. © 2018 Association for Computational Linguistics;ACL;2020;;Gupta N., Lewis M.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081749991&partnerID=40&md5=6e1825813feae6e068d1eeff5f3b7153;United States;question answering;validation research;technique;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;label-free distant supervision for relation extraction via knowledge graph embedding;"Embeddings; Extraction; Labeled data; Natural language processing systems; Knowledge graphs; Label free; Prior knowledge; Relation extraction; Type information; Data mining";Distant supervision is an effective method to generate large scale labeled data for relation extraction, which assumes that if a pair of entities appears in some relation of a Knowledge Graph (KG), all sentences containing those entities in a large unlabeled corpus are then labeled with that relation to train a relation classifier. However, when the pair of entities has multiple relationships in the KG, this assumption may produce noisy relation labels. This paper proposes a label-free distant supervision method, which makes no use of the relation labels under this inadequate assumption, but only uses the prior knowledge derived from the KG to supervise the learning of the classifier directly and softly. Specifically, we make use of the type information and the translation law derived from typical KG embedding model to learn embeddings for certain sentence patterns. As the supervision signal is only determined by the two aligned entities, neither hard relation labels nor extra noise-reduction model for the bag of sentences is needed in this way. The experiments show that the approach performs well in current distant supervision dataset. © 2018 Association for Computational Linguistics;ACL;2020;;Wang G., Zhang W., Wang R., Zhou Y., Chen X., Zhang W., Zhu H., Chen H.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081738408&partnerID=40&md5=a42733c5b20e34263c5f089f881fbb43;China;"relation extraction; knowledge graph embedding";validation research;technique;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;mapping text to knowledge graph entities using multi-sense lstms;"Knowledge based systems; Long short-term memory; Mapping; Semantics; Text processing; Classification tasks; Compositional modeling; Knowledge graphs; Mapping process; Multi-dimensional entities; Natural language text; State of the art; Textual features; Natural language processing systems";This paper addresses the problem of mapping natural language text to knowledge base entities. The mapping process is approached as a composition of a phrase or a sentence into a point in a multi-dimensional entity space obtained from a knowledge graph. The compositional model is an LSTM equipped with a dynamic disambiguation mechanism on the input word embeddings (a Multi-Sense LSTM), addressing polysemy issues. Further, the knowledge base space is prepared by collecting random walks from a graph enhanced with textual features, which act as a set of semantic bridges between text and knowledge base entities. The ideas of this work are demonstrated on large-scale text-to-entity mapping and entity classification tasks, with state of the art results. © 2018 Association for Computational Linguistics;ACL;2020;;Kartsaklis D., Pilehvar M.T., Collier N.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081720002&partnerID=40&md5=76e164a9517a73ff7c470458a711c14c;United Kingdom;"entity linking; text classification; entity classification";validation research;technique;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Conference Paper;multi-hop knowledge graph reasoning with reward shaping;"Embeddings; Reinforcement learning; Action sequences; Benchmark datasets; Effective approaches; False negatives; Incomplete knowledge; Knowledge graphs; Low qualities; Query answering; Natural language processing systems";"Multi-hop reasoning is an effective approach for query answering (QA) over incomplete knowledge graphs (KGs). The problem can be formulated in a reinforcement learning (RL) setup, where a policy-based agent sequentially extends its inference path until it reaches a target. However, in an incomplete KG environment, the agent receives low-quality rewards corrupted by false negatives in the training data, which harms generalization at test time. Furthermore, since no golden action sequence is used for training, the agent can be misled by spurious search trajectories that incidentally lead to the correct answer. We propose two modeling advances to address both issues: (1) we reduce the impact of false negative supervision by adopting a pretrained one-hop embedding model to estimate the reward of unobserved facts; (2) we counter the sensitivity to spurious paths of on-policy RL by forcing the agent to explore a diverse set of paths using randomly generated edge masks. Our approach significantly improves over existing path-based KGQA models on several benchmark datasets and is comparable or better than embedding-based models. © 2018 Association for Computational Linguistics";ACL;2020;;Lin X.V., Socher R., Xiong C.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081715825&partnerID=40&md5=e1a964431bd28a2432bd7b51c780140a;;"question answering; knowledge graph embedding";validation research;technique;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Journal Article;semi-automatic corpus expansion and extraction of uyghur-named entities and relations based on a hybrid method;"Conditional randomfield; Hybrid neural network; Named entity; Relation extraction; Uyghur";Relation extraction is an important task with many applications in natural language processing, such as structured knowledge extraction, knowledge graph construction, and automatic question answering system construction. However, relatively little past work has focused on the construction of the corpus and extraction of Uyghur-named entity relations, resulting in a very limited availability of relation extraction research and a deficiency of annotated relation data. This issue is addressed in the present article by proposing a hybrid Uyghur-named entity relation extraction method that combines a conditional random field model for making suggestions regarding annotation based on extracted relations with a set of rules applied by human annotators to rapidly increase the size of the Uyghur corpus. We integrate our relation extraction method into an existing annotation tool, and, with the help of human correction, we implement Uyghur relation extraction and expand the existing corpus. The effectiveness of our proposed approach is demonstrated based on experimental results by using an existing Uyghur corpus, and our method achieves a maximum weighted average between precision and recall of 61.34%. The method we proposed achieves state-of-the-art results on entity and relation extraction tasks in Uyghur. © 2020 by the authors.;Scopus;2020;10.3390/info11010031;Halike A., Abiderexiti K., Yibulayin T.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079035010&doi=10.3390%2finfo11010031&partnerID=40&md5=da2537c978af69c328a8600a11cff1c2;China;"entity extraction; relation extraction";validation research;technique;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;adapting meta knowledge graph information for multi-hop reasoning over few-shot relations;"Knowledge representation; High frequency HF; Knowledge graphs; Meta-knowledge; Meta-parameters; Query answering; Reasoning methods; Reasoning models; State-of-the-art methods; Natural language processing systems";Multi-hop knowledge graph (KG) reasoning is an effective and explainable method for predicting the target entity via reasoning paths in query answering (QA) task. Most previous methods assume that every relation in KGs has enough training triples, regardless of those few-shot relations which cannot provide sufficient triples for training robust reasoning models. In fact, the performance of existing multi-hop reasoning methods drops significantly on few-shot relations. In this paper, we propose a meta-based multi-hop reasoning method (Meta-KGR), which adopts meta-learning to learn effective meta parameters from high-frequency relations that could quickly adapt to few-shot relations. We evaluate Meta-KGR on two public datasets sampled from Freebase and NELL, and the experimental results show that Meta-KGR outperforms the current state-of-the-art methods in few-shot scenarios. Our code and datasets can be obtained from https://github.com/THU-KEG/MetaKGR. © 2019 Association for Computational Linguistics;ACL;2020;;Lv X., Gu Y., Han X., Hou L., Li J., Liu Z.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078244531&partnerID=40&md5=218cfe38a23eee703309d3a67597207f;China;link prediction;validation research;tool;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;zero-shot word sense disambiguation using sense definition embeddings;"Computational linguistics; Embeddings; Signal encoding; Knowledge graphs; Label space; Large corpora; NAtural language processing; Poor performance; State of the art; Word-sense disambiguation; Wordnet; Natural language processing systems";Word Sense Disambiguation (WSD) is a longstanding but open problem in Natural Language Processing (NLP). WSD corpora are typically small in size, owing to an expensive annotation process. Current supervised WSD methods treat senses as discrete labels and also resort to predicting the Most-Frequent-Sense (MFS) for words unseen during training. This leads to poor performance on rare and unseen senses. To overcome this challenge, we propose Extended WSD Incorporating Sense Embeddings (EWISE), a supervised model to perform WSD by predicting over a continuous sense embedding space as opposed to a discrete label space. This allows EWISE to generalize over both seen and unseen senses, thus achieving generalized zero-shot learning. To obtain target sense embeddings, EWISE utilizes sense definitions. EWISE learns a novel sentence encoder for sense definitions by using WordNet relations and also ConvE, a recently proposed knowledge graph embedding method. We also compare EWISE against other sentence encoders pretrained on large corpora to generate definition embeddings. EWISE achieves new state-of-the-art WSD performance. © 2019 Association for Computational Linguistics;ACL;2020;;Kumar S., Jat S., Saxena K., Talukdar P.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075859601&partnerID=40&md5=df7fa442077c5b74e0de03860cb4219b;India, United States;"text analysis; augmented language models";validation research;technique;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;a state-transition framework to answer complex questions over knowledge base;"Knowledge based systems; Semantics; Complex questions; Knowledge basis; Knowledge graphs; Natural language questions; Primitive operations; Semantic query; State of the art; State transitions; Natural language processing systems";Although natural language question answering over knowledge graphs have been studied in the literature, existing methods have some limitations in answering complex questions. To address that, in this paper, we propose a State Transition-based approach to translate a complex natural language question N to a semantic query graph (SQG) QS, which is used to match the underlying knowledge graph to find the answers to question N. In order to generate QS, we propose four primitive operations (expand, fold, connect and merge) and a learning-based state transition approach. Extensive experiments on several benchmarks (such as QALD, WebQuestions and ComplexQuestions) with two knowledge bases (DBpedia and Freebase) confirm the superiority of our approach compared with state-of-the-arts. © 2018 Association for Computational Linguistics;ACL;2020;;Hu S., Zou L., Zhang X.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066476875&partnerID=40&md5=91bc65a67dcc9579224479b7cba5f2cb;China;question answering;validation research;technique;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Journal Article;beyond word embeddings: learning entity and concept representations from large scale knowledge bases;"Concept categorization; Entity and concept embeddings; Entity identification; Knowledge graph representations; Probase; Skip-gram";Text representations using neural word embeddings have proven effective in many NLP applications. Recent researches adapt the traditional word embedding models to learn vectors of multiword expressions (concepts/entities). However, these methods are limited to textual knowledge bases (e.g., Wikipedia). In this paper, we propose a novel and simple technique for integrating the knowledge about concepts from two large scale knowledge bases of different structure (Wikipedia and Probase) in order to learn concept representations. We adapt the efficient skip-gram model to seamlessly learn from the knowledge in Wikipedia text and Probase concept graph. We evaluate our concept embedding models on two tasks: (1) analogical reasoning, where we achieve a state-of-the-art performance of 91% on semantic analogies, (2) concept categorization, where we achieve a state-of-the-art performance on two benchmark datasets achieving categorization accuracy of 100% on one and 98% on the other. Additionally, we present a case study to evaluate our model on unsupervised argument type identification for neural semantic parsing. We demonstrate the competitive accuracy of our unsupervised method and its ability to better generalize to out of vocabulary entity mentions compared to the tedious and error prone methods which depend on gazetteers and regular expressions. © 2018, Springer Nature B.V.;Scopus;2019;10.1007/s10791-018-9340-3;Shalaby W., Zadrozny W., Jin H.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052060481&doi=10.1007%2fs10791-018-9340-3&partnerID=40&md5=e1915bd676ccbb126a6dd18dd829ad61;United States;"augmented language models; knowledge graph embedding";validation research;technique;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;look before you hop: conversational question answering over knowledge graphs using judicious context expansion;"Natural language processing systems; Different domains; Graph exploration; Interrogative sentences; Knowledge graphs; Question Answering; Question answering systems; State of the art; Unsupervised method; Knowledge management";"Fact-centric information needs are rarely one-shot; users typically ask follow-up questions to explore a topic. In such a conversational setting, the user's inputs are often incomplete, with entities or predicates left out, and ungrammatical phrases. This poses a huge challenge to question answering (QA) systems that typically rely on cues in full-fledged interrogative sentences. As a solution, we develop Convex: an unsupervised method that can answer incomplete questions over a knowledge graph (KG) by maintaining conversation context using entities and predicates seen so far and automatically inferring missing or ambiguous pieces for follow-up questions. The core of our method is a graph exploration algorithm that judiciously expands a frontier to find candidate answers for the current question. To evaluate Convex, we release ConvQuestions, a crowdsourced benchmark with 11, 200 distinct conversations from five different domains. We show that Convex: (i) adds conversational support to any stand-alone QA system, and (ii) outperforms state-of-the-art baselines and question completion strategies. © 2019 Association for Computing Machinery.";ACM;2019;10.1145/3357384.3358016;Christmann P., Roy R.S., Abujabal A., Singh J., Weikum G.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075482520&doi=10.1145%2f3357384.3358016&partnerID=40&md5=5d66b42af52e47f26f93e8a4450a6180;Germany;"conversational interfaces; question answering";validation research;"tool; resource";;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Conference Paper;knowledge-aware textual entailment with graph attention network;"Graph attention network; Knowledge base; Textual entailment";Textual entailment is a central problem of language variability, which has been attracting a lot of interest and it poses significant issues in front of systems aimed at natural language understanding. Recently, various frameworks have been proposed for textual entailment recognition, ranging from traditional computational linguistics techniques to deep learning model based methods. However, recent deep neural networks that achieve the state of the art on textual entailment task only consider the context information of the given sentences rather than the real-world background information and knowledge beyond the context. In the paper, we propose a Knowledge-Context Interactive Textual Entailment Network (KCI-TEN) that learns graph level sentence representations by harnessing external knowledge graph with graph attention network. We further propose a text-graph interaction mechanism for neural based entailment matching learning, which endows the redundancy and noise with less importance and put emphasis on the informative representations. Experiments on the SciTail dataset demonstrate that KCI-TEN outperforms the state-of-the-art methods. © 2019 Association for Computing Machinery.;ACM;2019;10.1145/3357384.3358071;Chen D., Li Y., Yang M., Zheng H.-T., Shen Y.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075468679&doi=10.1145%2f3357384.3358071&partnerID=40&md5=122e9e69faf8c86a7cfce803b0cf3b2e;China, United States;natural language inference;validation research;technique;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Journal Article;embedding learning with triple trustiness on noisy knowledge graph;"Cross entropy; Embedding learning; Knowledge graph; Noise detection; Triple trustiness";Embedding learning on knowledge graphs (KGs) aims to encode all entities and relationships into a continuous vector space, which provides an effective and flexible method to implement downstream knowledge-driven artificial intelligence (AI) and natural language processing (NLP) tasks. Since KG construction usually involves automatic mechanisms with less human supervision, it inevitably brings in plenty of noises to KGs. However, most conventional KG embedding approaches inappropriately assume that all facts in existing KGs are completely correct and ignore noise issues, which brings about potentially serious errors. To address this issue, in this paper we propose a novel approach to learn embeddings with triple trustiness on KGs, which takes possible noises into consideration. Specifically, we calculate the trustiness value of triples according to the rich and relatively reliable information from large amounts of entity type instances and entity descriptions in KGs. In addition, we present a cross-entropy based loss function for model optimization. In experiments, we evaluate our models on KG noise detection, KG completion and classification. Through extensive experiments on three datasets, we demonstrate that our proposed model can learn better embeddings than all baselines on noisy KGs. © 2019 by the authors.;Scopus;2019;10.3390/e21111083;Zhao Y., Feng H., Gallinari P.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075465861&doi=10.3390%2fe21111083&partnerID=40&md5=b36481ea4e03b9b6fc51e0dacbd942a5;China, France;knowledge graph embedding;validation research;technique;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Conference Paper;edgegat: an approach to add external knowledge for semantic matching;"Knowledge graphs; Natural language inference; Natural language processing";Natural Language Inference (NLI) is one of NLP tasks to deduce, given a premise, whether a relevant hypothesis should be declared true or false. In view of the performance of previous models, the improvement provided by external knowledge is substantial. Inspired by it, we propose a new mechanism for introducing external knowledge, i.e., adding the graph convolutional network (EDGEGAT) we designed to the NLI model. Unlike previous external knowledge methods, EDGEGAT can easily be combined with NLI models and automatically learn to filter and utilize the knowledge graph during training. Using this mechanism we show significant improvement in performance for previous NLI models with Stanford Natural Language Inference (SNLI) dataset. Moreover, we demonstrate that EDGEGAT is effective and more suitable for knowledge graphs than the previous graph convolution network. © 2019 IEEE.;IEEE;2019;10.1109/iccsnt47585.2019.8962429;Song M., Zhao W., Haihong E.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079101339&doi=10.1109%2fICCSNT47585.2019.8962429&partnerID=40&md5=89ce3503ad982dde7ef35b8ada21e20c;China;natural language inference;validation research;technique;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Journal Article;a comprehensive framework for ontology based classifier using unstructured data;"Feature Hashing; Knowledge Graphs; Multiclass classification; Ontology; Text categorization; Topic Modeling";The knowledge contained within the natural language data can be used to build expert systems. Classifying unstructured data using ontology and text classification algorithms to extract information is one way of approaching the problem of building intelligent systems. One major problem with text processing is most data generated is unstructured and ambiguous, as, data with a structure helps to identify meaningful patterns and eventually exhibit the latent knowledge. Ambiguity in natural language affects accuracy of categorization. Also, Natural Language Processing techniques when combined with semantic data modeling through ontological knowledge will also solve the problem of domain knowledge representation thereby enabling improved data classification facilities, particularly in large datasets where number of features scale to unmanageable proportions. In this paper, the domain knowledge is presented as a knowledge graph, derived from the semantic data modeling. Further, to achieve better Multi Class classification, Multinomial Naive Bayes algorithm is applied to categorize items in their respective classes. For the experiments, Data about various news groups were used for testing the accuracy of the model. Experimental results have proved that the proposed classifier performs better compared to existing systems. © BEIESP.;Scopus;2019;10.35940/ijeat.a2042.109119;Thangaraj M., Sivakami M.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075291008&doi=10.35940%2fijeat.A2042.109119&partnerID=40&md5=063a175982918a56be7bfdfb2793dc1d;India;text classification;validation research;method;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;assessing the lexico-semantic relational knowledge captured by word and concept embeddings;"Embedding evaluation; Knowledge graphs; Lexico-semantic relations";Deep learning currently dominates the benchmarks for various NLP tasks and, at the basis of such systems, words are frequently represented as embeddings - vectors in a low dimensional space - learned from large text corpora and various algorithms have been proposed to learn both word and concept embeddings. One of the claimed benefits of such embeddings is that they capture knowledge about semantic relations. Such embeddings are most often evaluated through tasks such as predicting human-rated similarity and analogy which only test a few, often ill-defined, relations. In this paper, we propose a method for (i) reliably generating word and concept pair datasets for a wide number of relations by using a knowledge graph and (ii) evaluating to what extent pre-trained embeddings capture those relations. We evaluate the approach against a proprietary and a public knowledge graph and analyze the results, showing which lexico-semantic relational knowledge is captured by current embedding learning approaches. © 2019 ACM.;ACM;2019;10.1145/3360901.3364445;Denaux R., Gomez-Perez J.M.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077265357&doi=10.1145%2f3360901.3364445&partnerID=40&md5=15a0f51088a9f2a6f9e2afd6ae018b56;Spain;"relation classification; knowledge graph embedding";validation research;method;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
Conference Paper;a survey of knowledge reasoning based on kg;"Inference engines; Learning algorithms; Manufacture; Natural language processing systems; Future improvements; Inference models; Knowledge graphs; Knowledge reasoning; Look-forward; NAtural language processing; Question Answering; Machine learning";Knowledge Reasoning(KR) has become the core issue in the field of Artificial Intelligence(AI) and even Natural Language Processing(NLP). KR based on Knowledge Graph(KG) is based on existing KG's facts. It uses some inference models and algorithms to infer new unknown knowledge and targets at improving the completeness and accuracy of KG. This article presents a brief overview of KR based on KG, expounds the connotation and research scope of it, judges the two main research directions(Knowledge Graph Completion(KGC) and Question Answering over Knowledge Graph (QA-KG)) of current KR and summarizes the four main technical methods. A series of latest results of current research on KR are also listed in this paper. Finally, we look forward to the future improvement of KR. © Published under licence by IOP Publishing Ltd.;Scopus;2019;10.1088/1757-899x/569/5/052058;Lu R., Cai Z., Zhao S.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071851447&doi=10.1088%2f1757-899X%2f569%2f5%2f052058&partnerID=40&md5=f5eeb1c6dc1492b77694a31f594e4fa4;China;"entity classification; link prediction; question answering";secondary research;guidelines;;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conference Paper;difficulties and improvements to graph-based lexical sentiment analysis using lisa;Sentiment Analysis, Affect Analysis, Knowledge Base, Graph Navigation, Sentiment Lexicon, ANEW;Lexical sentiment analysis (LSA) underlines a family of methods combining natural language processing, machine learning, or graph navigation techniques to identify the underlying sentiments or emotions carried in textual data. In this paper, we introduce LISA, an unsupervised word-level knowledge graph-based LexIcal Sentiment Analysis framework. It uses different variants of shortest path graph navigation techniques to compute and propagate affective scores in a lexical-Affective graph (LAG), created by connecting a typical lexical knowledgebase (KB) like WordNet, with a reliable affect KB like WordNet-Affect Hierarchy. LISA was designed in two consecutive iterations, producing two main modules: i) LISA 1.0 for affect navigation, and ii) LISA 2.0 for affect propagation and lookup. LISA 1.0 suffered from the semantic connectivity problem shared by some existing lexicon-based methods, and required polynomial execution time. This led to the development of LISA 2.0, which i) processes affective relationships separately from lexical/semantic connections (solving the semantic connectivity problem of LISA 1.0), and ii) produces a sentiment lexicon which can be searched in logarithmic time (handling LISA 1.0's efficiency problem). Experimental results on the ANEW dataset show that LISA 2.0, while completely unsupervised, is on a par with existing supervised solutions, highlighting its quality and potential. © 2019 IEEE.;IEEE;2019;10.1109/iccc.2019.00008;Fares M., Moufarrej A., Jreij E., Tekli J., Grosky W.;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072793727&doi=10.1109%2fICCC.2019.00008&partnerID=40&md5=7be1b4aa6806df28bfcdeb1c5073483b;Lebanon, United States;text analysis;validation research;tool;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
